# fields=10 strings=0,1,5,6,7,8
"%s agrees with %s.","%s agrees with %s.",0,0,0,"%s赞同%s的观点。","%s согласен с %s.","%s está de acuerdo con %s.","%s concorda com %s.",8323198
"o contigo.","%s frowns with disappointment at %s.",0,0,0,"%s失望地对%s皱起了眉头。","%s разочарованно хмурится, глядя на %s.","%s frunce el ceño con decepción a %s.","%s franze a testa com decepção para %s.",8323198
" contigo.","%s frowns with disappointment at you.",0,0,0,"%s失望地对你皱起了眉头。","%s разочарованно хмурится, глядя на тебя.","%s frunce el ceño con decepción a ti.","%s franze a testa com decepção para você.",8323198
"contigo.","You frown with disappointment at %s.",0,0,0,"你失望地对%s皱起了眉头。","Ты  разочарованно хмуришься, глядя на %s.","Frunces el ceño con decepción a %s.","Você franze a testa com decepção para %s.",8323198
"ontigo.","%s frowns.",0,0,0,"%s皱着眉头。","%s хмурится.","%s frunce el ceño.","%s franze a testa.",8323198
"ntigo.","You frown.",0,0,0,"你皱着眉头。","Вы хмуритесь.","Frunces el ceño.","Você franze a testa.",8323198
"tigo.","%s gasps at %s.",0,0,0,"%s气喘吁吁地和%s说话。","%s дышит на %s.","%s se queda sin aliento ante %s.","%s fica sem fôlego com %s.",8323198
"igo.","%s gasps at you.",0,0,0,"%s气喘吁吁地和你说话。","%s дышит на вас.","%s se queda sin aliento ante ti.","%s fica sem fôlego com você.",8323198
"go.","You gasp at %s.",0,0,0,"你气喘吁吁地和%s说话。","Вы дышите на %s.","Te quedas sin aliento ante %s.","Você fica sem fôlego com %s.",8323198
"o.","%s gasps.",0,0,0,"%s显得气喘吁吁。","%s вздыхает.","%s se queda sin aliento.","%s fica sem fôlego.",8323198
".","You gasp.",0,0,0,"你显得气喘吁吁。","Вы вздыхаете.","Te quedas sin aliento.","Você fica sem fôlego.",8323198
"","%s gazes eagerly at %s.",0,0,0,"%s紧紧地盯着%s。","%s жадно смотрит на %s.","%s mira ansiosamente a %s.","%s olha ansiosamente para %s.",8323198
"%s concorda com você.","%s gazes eagerly at you.",0,0,0,"%s紧紧地盯着你。","%s жадно смотрит на вас.","%s mira ansiosamente a ti.","%s olha ansiosamente para você.",8323198
"s concorda com você.","You gaze eagerly at %s.",0,0,0,"你殷切地注视着%s。","Вы жадно смотрите на %s.","Miras ansiosamente a %s.","Você olha ansiosamente para %s.",8323198
" concorda com você.","%s gazes off into the distance.",0,0,0,"%s凝视着远方。","%s смотрит вдаль.","%s mira fijamente a la distancia.","%s olha fixamente para a distância.",8323198
"concorda com você.","You gaze off into the distance.",0,0,0,"你凝视着远方。","Вы смотрите вдаль.","Miras fijamente a la distancia.","Você olha fixamente para a distância.",8323198
"oncorda com você.","%s giggles at %s.",0,0,0,"%s对着%s咯咯地傻笑。","%s хихикает над %s.","%s se ríe entre dientes de %s.","%s ri baixinho de %s.",8323198
"ncorda com você.","%s giggles at you.",0,0,0,"%s对着你咯咯地傻笑。","%s хихикает над вами.","%s se ríe entre dientes de ti.","%s ri baixinho de você.",8323198
"corda com você.","You giggle at %s.",0,0,0,"你对着%s咯咯地傻笑。","Вы хихикаете над %s.","Te ríes entre dientes de %s.","Você ri baixinho de %s.",8323198
"orda com você.","%s giggles.",0,0,0,"%s在咯咯地傻笑。","%s хихикает.","%s se ríe entre dientes.","%s ri baixinho.",8323198
"rda com você.","You giggle.",0,0,0,"你在咯咯地傻笑。","Вы хихикаете.","Te ríes entre dientes.","Você ri baixinho.",8323198
"da com você.","%s glares angrily at %s.",0,0,0,"%s生气地对着%s瞪大了眼睛。","%s сердито смотрит на %s.","%s mira con ira a %s.","%s olha com raiva para %s.",8323198
"a com você.","%s glares angrily at you.",0,0,0,"%s生气地对着你瞪大了眼睛。","%s сердито смотрит на вас.","%s mira con ira a ti.","%s olha com raiva para você.",8323198
" com você.","You glare angrily at %s.",0,0,0,"你生气地对着%s瞪大了眼睛。","Вы сердито смотрите на %s.","Miras con ira a %s.","Você olha com raiva para %s.",8323198
"com você.","%s glares angrily.",0,0,0,"%s生气地瞪大了眼睛。","%s смотрит сердито.","%s mira con ira.","%s olha com raiva.",8323198
"om você.","You glare angrily.",0,0,0,"你生气地瞪大了眼睛。","Вы сердито смотрите.","Miras con ira.","Você olha com raiva.",8323198
"m você.","%s gloats over %s's misfortune.",0,0,0,"%s幸灾乐祸于%s的不幸。","%s злорадствует по поводу несчастья %s.","%s se regodea por la desgracia de %s.","%s se alegra com a desgraça de %s.",8323198
" você.","%s gloats over your misfortune.",0,0,0,"%s幸灾乐祸于你的不幸。","%s злорадствует по поводу вашего несчастья.","%s se regodea por tu desgracia.","%s se alegra com sua desgraça.",8323198
"você.","You gloat over %s's misfortune.",0,0,0,"你幸灾乐祸于%s的不幸。","Вы злорадствуете по поводу несчастья %s.","Te regodeas por la desgracia de %s.","Você se alegra com a desgraça de %s.",8323198
"ocê.","%s gloats over everyone's misfortune.",0,0,0,"%s幸灾乐祸于大家的不幸。","%s злорадствует по поводу несчастья всех вокруг.","%s se regodea por la desgracia de todos.","%s se alegra com a desgraça de todos.",8323198
"cê.","You gloat over everyone's misfortune.",0,0,0,"你幸灾乐祸于大家的不幸。","Вы злорадствуете по поводу несчастья всех вокруг.","Te regodeas por la desgracia de todos.","Você se alegra com a desgraça de todos.",8323198
"ê.","%s greets %s warmly.",0,0,0,"%s热情问候%s。","%s тепло приветствует %s.","%s saluda calurosamente a %s.","%s cumprimenta calorosamente %s.",8323198
"�.","%s greets you warmly.",0,0,0,"%s热情问候你。","%s тепло приветствует вас.","%s te saluda calurosamente.","%s cumprimenta você calorosamente.",8323198
".","You greet %s warmly.",0,0,0,"你热情问候%s。","Вы тепло приветствуете %s.","Saludas calurosamente a %s.","Você cumprimenta %s calorosamente.",8323198
"","%s greets everyone warmly.",0,0,0,"%s热情地问候大家。","%s тепло приветствует всех.","%s saluda calurosamente a todos.","%s cumprimenta calorosamente a todos.",8323198
"You agree with %s.","You greet everyone warmly.",0,0,0,"你热情地问候和大家。","Вы тепло приветствуете всех.","Saludas calurosamente a todos.","Você cumprimenta calorosamente a todos.",8323198
"ou agree with %s.","%s grins wickedly at %s.",0,0,0,"%s顽皮地对%s一笑。","%s злобно ухмыляется %s.","%s le sonríe maliciosamente a %s.","%s sorri maliciosamente para %s.",8323198
"u agree with %s.","%s grins at you wickedly.",0,0,0,"%s顽皮地对你一笑。","%s злобно ухмыляется вам.","%s te sonríe maliciosamente.","%s sorri maliciosamente para você.",8323198
" agree with %s.","You grin wickedly at %s.",0,0,0,"你顽皮地对%s一笑。","Вы злобно ухмыляетесь %s.","Le sonríes maliciosamente a %s.","Você sorri maliciosamente para %s.",8323198
"agree with %s.","%s grins wickedly.",0,0,0,"%s顽皮地笑了笑。","%s злобно ухмыляется.","%s sonríe maliciosamente.","%s sorri maliciosamente.",8323198
"gree with %s.","You grin wickedly.",0,0,0,"你顽皮地笑了笑。","Вы злобно ухмыляетесь.","Le sonríes maliciosamente.","Você sorri maliciosamente.",8323198
"ree with %s.","%s looks at %s and groans.",0,0,0,"%s对着%s呻吟。","%s смотрит на %s и стонет.","%s mira a %s y gime.","%s olha para %s e geme.",8323198
"ee with %s.","%s looks at you and groans.",0,0,0,"%s对着你呻吟。","%s смотрит на тебя и стонет.","%s te mira y gime.","%s te olha e geme.",8323198
"e with %s.","You look at %s and groan.",0,0,0,"你对着%s呻吟。","Вы смотрите на %s и стонете.","Miras a %s y gimes.","Você olha para %s e geme.",8323198
" with %s.","%s begins to groan.",0,0,0,"%s开始呻吟。","%s начинает стонать.","%s empieza a lloriquear.","%s começa a choramingar.",8323198
"with %s.","You begin to groan.",0,0,0,"你开始呻吟。","Вы начинаете стонать.","Empiezas a gemir.","Você começa a gemer.",8323198
"ith %s.","%s grovels before %s like a subservient peon.",0,0,0,"%s在%s面前卑躬屈膝，好像一个屈从的苦工一样。","%s пресмыкается перед %s, словно батрак.","%s se arrastra ante %s como un peón servil.","%s se arrasta perante %s como um peão servil.",8323198
"th %s.","%s grovels before you like a subservient peon.",0,0,0,"%s在你面前卑躬屈膝，好像一个屈从的苦工一样。","%s пресмыкается перед вами, словно батрак.","%s se arrastra ante ti como un peón servil.","%s se arrasta perante você como um peão servil.",8323198
"h %s.","You grovel before %s like a subservient peon.",0,0,0,"你在%s面前卑躬屈膝，好像一个屈从的苦工一样。","Вы пресмыкается перед %s, словно батрак.","Te arrastras ante %s como un peón servil.","Você se arrasta perante %s como um peão servil.",8323198
" %s.","%s grovels on the ground, wallowing in subservience.",0,0,0,"%s卑微地跪在地上。","%s пресмыкается на земле, утопая в раболепии.","%s se arrastra por el suelo, revolcándose en la servidumbre.","%s se arrasta pelo chão, chafurdando na servidão.",8323198
"%s.","You grovel on the ground, wallowing in subservience.",0,0,0,"你卑微地跪在地上。","Вы пресмыкаетесь на земле, утопая в раболепии.","Te arrastras por el suelo, revolcándote en la servidumbre.","Você se arrasta pelo chão, chafurdando na servidão.",8323198
"s.","%s takes one look at %s and lets out a guffaw!",0,0,0,"%s看了%s一眼然后哈哈大笑。","%s смотрит на %s и начинает хохотать!","%s le echa un vistazo a %s y suelta una carcajada.","%s dá uma olhada em %s e solta uma gargalhada.",8323198
".","%s takes one look at you and lets out a guffaw!",0,0,0,"%s看了你一眼然后哈哈大笑。","%s смотрит на вас и начинает хохотать!","%s te echa un vistazo y suelta una carcajada.","%s dá uma olhada em você e solta uma gargalhada.",8323198
"","You take one look at %s and let out a guffaw!",0,0,0,"你看了%s一眼然后哈哈大笑。","Вы смотрите на %s и начинаете хохотать!","Le echas un vistazo a %s y sueltas una carcajada.","Você dá uma olhada em %s e solta uma gargalhada.",8323198
"你赞同%s的观点。","%s lets out a boisterous guffaw!",0,0,0,"%s放声大笑。","%s издает громкий хохот!","%s suelta una carcajada estruendosa.","%s solta uma gargalhada estrondosa.",8323198
"��赞同%s的观点。","You let out a boisterous guffaw!",0,0,0,"你放声大笑。","Вы издаете громкий хохот!","Sueltas una carcajada estruendosa.","Você solta uma gargalhada estrondosa.",8323198
"�赞同%s的观点。","%s hails %s.",0,0,0,"%s和%s打招呼。","%s приветствует %s.","%s aclama a %s.","%s aclama %s.",8323198
"赞同%s的观点。","%s hails you.",0,0,0,"%s和你打招呼。","%s приветствует вас.","%s te aclama.","%s aclama você.",8323198
"��同%s的观点。","You hail %s.",0,0,0,"你和%s打招呼。","Вы приветствуете %s.","Aclamas a %s.","Você aclama %s.",8323198
"�同%s的观点。","%s hails everyone around him.",0,0,0,"%s和周围所有的人打招呼。","%s приветствует всех вокруг.","%s aclama a todos a su alrededor.","%s aclama a todos ao seu redor.",8323198
"同%s的观点。","You hail those around you.",0,0,0,"你和周围所有的人打招呼。","Вы приветствуете тех, кто вокруг вас.","Aclamas a quienes te rodean.","Você aclama quem está ao seu redor.",8323198
"��%s的观点。","%s hails everyone around her.",0,0,0,"%s和周围所有的人打招呼。","%s приветствует всех вокруг неё.","%s aclama a todos a su alrededor.","%s aclama a todos ao seu redor.",8323198
"�%s的观点。","%s is very happy with %s!",0,0,0,"%s感到和%s在一起很开心！","%s очень доволен %s!","%s está muy contento con %s.","%s está muito contente com %s.",8323198
"%s的观点。","%s is very happy with you!",0,0,0,"%s感到和你在一起很开心！","%s очень доволен вами!","%s está muy contento contigo.","%s está muito contente com você.",8323198
"s的观点。","You are very happy with %s!",0,0,0,"你感到和%s在一起很开心！","Вы очень довольны %s!","¡Estás muy contento con %s!","Você está muito contente com %s!",8323198
"的观点。","%s is filled with happiness!",0,0,0,"%s显得非常高兴！","%s полон счастья!","%s está lleno de felicidad.","%s está cheio de felicidade.",8323198
"��观点。","You are filled with happiness!",0,0,0,"你显得非常高兴！","Вы полны счастья!","Estás lleno de felicidad.","Você está cheio de felicidade.",8323198
"�观点。","%s greets %s with a hearty hello!",0,0,0,"%s真心地向%s表示问候。","%s сердечно приветствует %s!","%s saluda a %s con un cordial ¡hola!","%s cumprimenta %s com um caloroso olá!",8323198
"观点。","%s greets you with a hearty hello!",0,0,0,"%s真心地向你表示问候。","%s сердечно приветствует вас!","%s te saluda con un cordial ¡hola!","%s cumprimenta você com um caloroso olá!",8323198
"��点。","You greet %s with a hearty hello!",0,0,0,"你真心地向%s表示问候。","Вы сердечно приветствуете %s.","Saludas a %s con un cordial ¡hola!","Você cumprimenta %s com um caloroso olá!",8323198
"�点。","%s greets everyone with a hearty hello!",0,0,0,"%s真心地向大家表示问候。","%s сердечно приветствует всех!","%s saluda a todos con un cordial ¡hola!","%s cumprimenta a todos com um caloroso olá!",8323198
"点。","You greet everyone with a hearty hello!",0,0,0,"你真心地向大家表示问候。","Вы сердечно приветствуете всех!","Saludas a todos con un cordial ¡hola!","Você cumprimenta a todos com um caloroso olá!",8323198
"��。","%s hugs %s.",0,0,0,"%s拥抱了%s。","%s обнимает %s.","%s abraza a %s.","%s abraça %s.",8323198
"�。","%s hugs you.",0,0,0,"%s拥抱了你。","%s обнимает вас.","%s te abraza.","%s abraça você.",8323198
"。","You hug %s.",0,0,0,"你拥抱了%s。","Вы обнимаете %s.","Abrazas a %s.","Você abraça %s.",8323198
"��","%s needs a hug!",0,0,0,"%s需要一个拥抱！","%s нужны обьятия!","%s necesita un abrazo.","%s precisa de um abraço.",8323198
"�","You need a hug!",0,0,0,"你需要一个拥抱！","Вам нужны обьятия!","¡Necesitas un abrazo!","Você precisa de um abraço!",8323198
"","%s is hungry.  Maybe %s has some food...",0,0,0,"%s感到很饿。也许在%s那里可以找到一些食物。","%s голоден. Может быть, у %s есть еда...","%s tiene hambre. Quizás %s tenga algo de comida...","%s está com fome. Talvez %s tenha alguma comida...",8323198
"Вы согласны с %s.","%s is hungry.  Maybe you have some food...",0,0,0,"%s感到很饿。也许在你那里可以找到一些食物。","%s голоден. Может быть, у вас есть еда...","%s tiene hambre. Quizás tengas algo de comida...","%s está com fome. Talvez você tenha alguma comida...",8323198
"�ы согласны с %s.","You are hungry.  Maybe %s has some food...",0,0,0,"你感到很饿。也许在%s那里可以找到一些食物。","Вы голодны. Может быть, у %s есть еда...","Tienes hambre. Quizás %s tenga algo de comida...","Você está com fome. Talvez %s tenha alguma comida...",8323198
"ы согласны с %s.","%s is hungry!",0,0,0,"%s感到很饿！","%s голоден!","%s tiene hambre.","%s está com fome.",8323198
"� согласны с %s.","You are hungry!",0,0,0,"你感到很饿！","Вы голодны!","¡Tienes hambre!","Você está com fome!",8323198
" согласны с %s.","%s blows %s a kiss.",0,0,0,"%s给了%s一个飞吻。","%s посылает %s воздушный поцелуй.","%s le lanza un beso a %s.","%s manda um beijo para %s.",8323198
"согласны с %s.","%s blows you a kiss.",0,0,0,"%s给了你一个飞吻。","%s посылает вам воздушный поцелуй.","%s te lanza un beso.","%s manda um beijo para você.",8323198
"�огласны с %s.","You blow a kiss to %s.",0,0,0,"你给了%s一个飞吻。","Вы посылаете %s воздушный поцелуй.","Lanzas un beso a %s.","Você manda um beijo para %s.",8323198
"огласны с %s.","%s blows a kiss into the wind.",0,0,0,"%s抛出一个飞吻。","%s посылает поцелуй по ветру.","%s lanza un beso al viento.","%s manda um beijo ao vento.",8323198
"�гласны с %s.","You blow a kiss into the wind.",0,0,0,"你抛出一个飞吻。","Вы посылаете поцелуй по ветру.","Lanzas un beso al viento.","Você manda um beijo ao vento.",8323198
"гласны с %s.","%s kneels before %s.",0,0,0,"%s在%s面前跪下。","%s становится на колени перед %s.","%s se arrodilla ante %s.","%s se ajoelha perante %s.",8323198
"�ласны с %s.","%s kneels before you.",0,0,0,"%s在你面前跪下。","%s становится на колени перед вами.","%s se arrodilla ante ti.","%s se ajoelha perante você.",8323198
"ласны с %s.","You kneel before %s.",0,0,0,"你在%s面前跪下。","Вы становитесь на колени перед %s.","Te arrodillas ante %s.","Você se ajoelha perante %s.",8323198
"�асны с %s.","%s kneels down.",0,0,0,"%s跪了下来。","%s становится на колени.","%s se arrodilla.","%s se ajoelha.",8323198
"асны с %s.","You kneel down.",0,0,0,"你跪了下来。","Вы становитесь на колени.","Te arrodillas.","Você se ajoelha.",8323198
"�сны с %s.","%s laughs at %s.",0,0,0,"%s在嘲笑%s。","%s смеётся над %s.","%s se ríe de %s.","%s ri de %s.",8323198
"сны с %s.","%s laughs at you.",0,0,0,"%s在嘲笑你。","%s смеётся над вами.","%s se ríe de ti.","%s ri de você.",8323198
"�ны с %s.","You laugh at %s.",0,0,0,"你在嘲笑%s。","Вы смеетесь над %s.","Te ríes de %s.","Você ri de %s.",8323198
"ны с %s.","%s laughs.",0,0,0,"%s大笑。","%s смеется.","%s se ríe.","%s ri.",8323198
"�ы с %s.","You laugh.",0,0,0,"你大笑。","Вы смеетесь.","Te ríes.","Você ri.",8323198
"ы с %s.","%s lies down before %s.",0,0,0,"%s在%s面前躺下。","%s ложится перед %s.","%s se tumba ante %s.","%s se deita diante de %s.",8323198
"� с %s.","%s lies down before you.",0,0,0,"%s在你面前躺下。","%s ложится перед вами.","%s se tumba ante ti.","%s se deita diante de você.",8323198
" с %s.","You lie down before %s.",0,0,0,"你在%s面前躺下。","Вы ложитесь перед %s.","Te tumbas ante %s.","Você se deita diante de %s.",8323198
"с %s.","%s lies down.",0,0,0,"%s躺了下来。","%s ложится.","%s se tumba.","%s se deita.",8323198
"� %s.","You lie down.",0,0,0,"你躺了下来。","Вы ложитесь.","Te tumbas.","Você se deita.",8323198
" %s.","%s massages %s's shoulders.",0,0,0,"%s帮%s按摩肩膀。","%s массирует плечи %s.","%s masajea los hombros de %s.","%s massageia os ombros de %s.",8323198
"%s.","%s massages your shoulders.",0,0,0,"%s帮你按摩肩膀。","%s массирует ваши плечи.","%s masajea tus hombros.","%s massageia seus ombros.",8323198
"s.","You massage %s's shoulders.",0,0,0,"你帮%s按摩肩膀。","Вы массируете плечи %s.","Masajeas los hombros de %s.","Você massageia os ombros de %s.",8323198
".","%s needs a massage!",0,0,0,"%s需要按摩一下！","%s нужен массаж!","%s necesita un masaje.","%s precisa de uma massagem.",8323198
"","You need a massage!",0,0,0,"你需要按摩一下！","Вам нужен массаж!","¡Necesitas un masaje!","Você precisa de uma massagem!",8323198
"Estás de acuerdo con %s.","%s moans suggestively at %s.",0,0,0,"%s对着%s轻轻地呻吟。","%s многозначительно стонет, глядя на %s.","%s gime sugestivamente a %s.","%s geme sugestivamente para %s.",8323198
"stás de acuerdo con %s.","%s moans suggestively at you.",0,0,0,"%s对着你轻轻地呻吟。","%s многозначительно стонет, глядя на вас.","%s gime sugestivamente a ti.","%s geme sugestivamente para você.",8323198
"tás de acuerdo con %s.","You moan suggestively at %s.",0,0,0,"你对着%s轻轻地呻吟。","Вы многозначительно стонете, глядя на %s.","Gimes sugestivamente a %s.","Você geme sugestivamente para %s.",8323198
"ás de acuerdo con %s.","%s moans suggestively.",0,0,0,"%s轻轻地呻吟。","%s многозначительно стонет.","%s gime sugestivamente.","%s geme sugestivamente.",8323198
"�s de acuerdo con %s.","You moan suggestively.",0,0,0,"你轻轻地呻吟。","Вы многозначительно стонете.","Gimes sugestivamente.","Você geme sugestivamente.",8323198
"s de acuerdo con %s.","%s drops his trousers and moons %s.",0,0,0,"%s把屁股对着%s。","%s снимает штаны и демонстрирует зад %s.","%s se baja los pantalones y le muestra el trasero a %s.","%s abaixa as calças e mostra a bunda para %s.",8323198
" de acuerdo con %s.","%s drops his trousers and moons you.",0,0,0,"%s把屁股对着你。","%s снимает штаны и демонстрирует зад вам.","%s se baja los pantalones y te muestra el trasero.","%s abaixa as calças e mostra a bunda para você.",8323198
"de acuerdo con %s.","You drop your trousers and moon %s.",0,0,0,"你把屁股对着%s。","Вы снимаете штаны и демонстрируете зад %s.","Te bajas los pantalones y le muestras el trasero a %s.","Você abaixa as calças e mostra a bunda para %s.",8323198
"e acuerdo con %s.","%s drops his trousers and moons everyone.",0,0,0,"%s把屁股对着大家。","%s снимает штаны и демонстрирует зад всем.","%s se baja los pantalones y le muestra el trasero a todos.","%s abaixa as calças e mostra a bunda para todos.",8323198
" acuerdo con %s.","You drop your trousers and moon everyone.",0,0,0,"你把屁股对着大家。","Вы снимаете штаны и демонстрируете зад всем.","Te bajas los pantalones y le muestras el trasero a todos.","Você abaixa as calças e mostra a bunda para todos.",8323198
"acuerdo con %s.","%s drops her trousers and moons %s.",0,0,0,"%s把屁股对着%s。","%s снимает штаны и демонстрирует зад %s.","%s se baja los pantalones y le muestra el trasero a %s.","%s abaixa as calças e mostra a bunda para %s.",8323198
"cuerdo con %s.","%s drops her trousers and moons you.",0,0,0,"%s把屁股对着你。","%s снимает штаны и демонстрирует зад вам.","%s se baja los pantalones y te muestra el trasero.","%s abaixa as calças e mostra a bunda para você.",8323198
"uerdo con %s.","%s drops her trousers and moons everyone.",0,0,0,"%s把屁股对着大家。","%s снимает штаны и демонстрирует зад всем.","%s se baja los pantalones y le muestra el trasero a todos.","%s abaixa as calças e mostra a bunda para todos.",8323198
"erdo con %s.","In quiet contemplation, %s mourns the death of %s.",0,0,0,"%s深深的陷入对于%s之死的哀思中。","В тихом раздумье, %s оплакивает смерть %s.","En contemplación silenciosa, %s llora la muerte de %s.","Em contemplação silenciosa, %s chora a morte de %s.",8323198
"rdo con %s.","In quiet contemplation, %s mourns your death.",0,0,0,"%s深深的陷入对于你的死亡的哀思中。","В тихом раздумье, %s оплакивает вашу смерть.","En contemplación silenciosa, %s llora tu muerte.","Em contemplação silenciosa, %s chora sua morte.",8323198
"do con %s.","In quiet contemplation, you mourn the death of %s.",0,0,0,"你深深的陷入对于%s之死的哀思中。","В тихом раздумье, вы оплакиваете смерть %s.","En contemplación silenciosa, lloras la muerte de %s.","Em contemplação silenciosa, você chora a morte de %s.",8323198
"o con %s.","In quiet contemplation, %s mourns the loss of the dead.",0,0,0,"%s深深的陷入对于死者的哀思中。","В тихом раздумье, %s оплакивает потерю погибших.","En contemplación silenciosa, %s llora la pérdida de los muertos.","Em contemplação silenciosa, %s chora a perda dos mortos.",8323198
" con %s.","In quiet contemplation, you mourn the loss of the dead.",0,0,0,"你深深的陷入对于死者的哀思中。","В тихом раздумье вы оплакиваете потерю погибших.","En contemplación silenciosa, lloras la pérdida de los muertos.","Em contemplação silenciosa, você chora a perda dos mortos.",8323198
"con %s.","%s tells %s NO.  Not going to happen.",0,0,0,"%s坚决地对%s说不。","%s говорит %s НЕТ. Этого не произойдет.","%s le dice a %s NO. No va a suceder.","%s diz a %s NÃO. Não vai acontecer.",8323198
"on %s.","%s tells you NO.  Not going to happen.",0,0,0,"%s坚决地对你说不。","%s говорит вам НЕТ. Этого не произойдет.","%s te dice NO. No va a suceder.","%s diz a você NÃO. Não vai acontecer.",8323198
"n %s.","You tell %s NO.  Not going to happen.",0,0,0,"你坚决地对%s说不。","Вы говорите %s НЕТ. Этого не произойдет.","Le dices a %s NO. No va a suceder.","Você diz a %s NÃO. Não vai acontecer.",8323198
" %s.","%s clearly states, NO.",0,0,0,"%s坚决地声明，不。","%s ясно заявляет, НЕТ.","%s declara claramente, NO.","%s declara claramente, NÃO.",8323198
"%s.","You clearly state, NO.",0,0,0,"你斩钉截铁地说了个不字。","Вы ясно заявляете, НЕТ.","Declaras claramente, NO.","Você declara claramente, NÃO.",8323198
"s.","%s nods at %s.",0,0,0,"%s对%s点了点头。","%s кивает %s.","%s asiente a %s.","%s acena para %s.",8323198
".","%s nods at you.",0,0,0,"%s对你点了点头。","%s кивает вам.","%s te asiente.","%s acena para você.",8323198
"","You nod at %s.",0,0,0,"你对%s点了点头。","Вы киваете %s.","Asientes a %s.","Você acena para %s.",8323198
"Você concorda com %s.","%s nods.",0,0,0,"%s点了点头。","%s кивает.","%s asiente.","%s acena.",8323198
"ocê concorda com %s.","You nod.",0,0,0,"你点了点头。","Вы киваете.","Asientes.","Você acena.",8323198
"cê concorda com %s.","%s picks his nose and shows it to %s.",0,0,0,"%s挖了挖鼻孔，把手指伸到%s面前。","%s ковыряется в носу и показывает это %s.","%s se hurga la nariz y se lo muestra a %s.","%s cutuca o nariz e mostra para %s.",8323198
"ê concorda com %s.","%s picks his nose and shows it to you.",0,0,0,"%s挖了挖鼻孔，把手指伸到你面前。","%s ковыряется в носу и показывает это вам.","%s se hurga la nariz y te lo muestra.","%s cutuca o nariz e mostra para você.",8323198
"� concorda com %s.","You pick your nose and show it to %s.",0,0,0,"你挖了挖鼻孔，把手指伸到%s面前。","Вы ковыряетесь в носу и показываете это %s.","Te hurga la nariz y se lo muestras a %s.","Você cutuca o nariz e mostra para %s.",8323198
" concorda com %s.","%s passes the time with a finger deep in one nostril.",0,0,0,"%s无聊地挖鼻孔来打发时间。","%s коротает время, засунув палец в ноздрю.","%s pasa el tiempo con un dedo metido profundamente en una fosa nasal.","%s passa o tempo com um dedo enfiado profundamente em uma narina.",8323198
"concorda com %s.","With a finger deep in one nostril, you pass the time.",0,0,0,"你无聊地挖鼻孔来打发时间。","Засунув палец в ноздрю, вы коротаете время.","Con un dedo metido profundamente en una fosa nasal, pasas el tiempo.","Com um dedo enfiado profundamente em uma narina, você passa o tempo.",8323198
"oncorda com %s.","%s picks her nose and shows it to %s.",0,0,0,"%s挖了挖鼻孔，把手指伸到%s面前。","%s ковыряется в носу и показывает это %s.","%s se hurga la nariz y se lo muestra a %s.","%s cutuca o nariz e mostra para %s.",8323198
"ncorda com %s.","%s picks her nose and shows it to you.",0,0,0,"%s挖了挖鼻孔，把手指伸到你面前。","%s смотрит на %s и паникует.","%s se hurga la nariz y te lo muestra.","%s cutuca o nariz e mostra para você.",8323198
"corda com %s.","%s takes one look at %s and panics.",0,0,0,"%s看了一眼%s，然后大惊失色。","%s смотрит на %s и паникует.","%s le echa un vistazo a %s y entra en pánico.","%s dá uma olhada em %s e entra em pânico.",8323198
"orda com %s.","%s takes one look at you and panics.",0,0,0,"%s看了一眼你，然后大惊失色。","%s смотрит на вас и паникует.","%s te echa un vistazo y entra en pánico.","%s dá uma olhada em você e entra em pânico.",8323198
"rda com %s.","You take one look at %s and panic.",0,0,0,"你看了一眼%s，然后大惊失色。","Вы смотрите на %s и паникуете.","Le echas un vistazo a %s y entras en pánico.","Você dá uma olhada em %s e entra em pânico.",8323198
"da com %s.","%s runs around in a frenzied state of panic.",0,0,0,"%s惊恐地跑来跑去。","%s бегает вокруг и безумно паникует.","%s corre en círculos en un estado de pánico frenético.","%s corre em círculos em um estado de pânico frenético.",8323198
"a com %s.","You run around in a frenzied state of panic.",0,0,0,"你惊恐地跑来跑去。","Вы бегаете вокруг и безумно паникуете.","Corres en círculos en un estado de pánico frenético.","Você corre em círculos em um estado de pânico frenético.",8323198
" com %s.","%s peers at %s searchingly.",0,0,0,"%s仔细地打量了一下%s。","%s всматривается в %s.","%s mira a %s buscando.","%s olha para %s procurando.",8323198
"com %s.","%s peers at you searchingly.",0,0,0,"%s仔细地打量了一下你。","%s всматривается в вас.","%s te mira buscando.","%s olha para você procurando.",8323198
"om %s.","You peer at %s searchingly.",0,0,0,"你仔细地打量了一下%s。","Вы всматриваетесь в %s.","Miras a %s buscando.","Você olha para %s procurando.",8323198
"m %s.","%s peers around, searchingly.",0,0,0,"%s仔细地打量了一下四周。","%s внимательно осматривается вокруг.","%s mira a su alrededor, buscando.","%s olha ao redor, procurando.",8323198
" %s.","You peer around, searchingly.",0,0,0,"你仔细地打量了一下四周。","Вы внимательно осматриваетесь вокруг.","Miras a tu alrededor, buscando.","Você olha ao seu redor, procurando.",8323198
"%s.","%s pleads with %s.",0,0,0,"%s向%s恳求。","%s умоляет %s.","%s suplica a %s.","%s implora a %s.",8323198
"s.","%s pleads with you.",0,0,0,"%s向你恳求。","%s умоляет вас.","%s te suplica.","%s implora a você.",8323198
".","You plead with %s.",0,0,0,"你向%s恳求。","Вы умоляете %s.","Le suplicas a %s.","Você implora a %s.",8323198
